common_genes
ENSG00000101333
ENSG00000136960
ENSG00000026508
ENSG00000091136
ENSG00000142089
ENSG00000187840
ENSG00000115414
ENSG00000233508
ENSG00000109099
ENSG00000064651
ENSG00000064042
ENSG00000138160
ENSG00000251562
ENSG00000135916
ENSG00000121579
ENSG00000184156
ENSG00000136237
ENSG00000244405
ENSG00000229807
ENSG00000104763
ENSG00000154556
ENSG00000138101
ENSG00000060718
ENSG00000147642
ENSG00000121057
ENSG00000154310
ENSG00000137573
ENSG00000065534
ENSG00000156113
ENSG00000130294
ENSG00000182568
ENSG00000073464
ENSG00000185008
ENSG00000067182
ENSG00000170017
ENSG00000144354
ENSG00000141449
ENSG00000173262
ENSG00000165891
ENSG00000171992
ENSG00000185477
ENSG00000120251
ENSG00000143401
ENSG00000099992
ENSG00000112414
ENSG00000132849
ENSG00000203688
ENSG00000162992
ENSG00000051523
ENSG00000231817
ENSG00000157087
ENSG00000183166
ENSG00000153071
ENSG00000215612
ENSG00000140465
ENSG00000073111
ENSG00000173068
ENSG00000144355
ENSG00000157766
ENSG00000074416
ENSG00000138685
ENSG00000110446
ENSG00000181965
ENSG00000198400
ENSG00000164318
ENSG00000137558
ENSG00000170836
ENSG00000151892
ENSG00000259560
ENSG00000164106
ENSG00000168779
ENSG00000139926
ENSG00000139146
ENSG00000288595
ENSG00000135111
ENSG00000162576
ENSG00000196305
ENSG00000101327
ENSG00000144857
ENSG00000259479
ENSG00000144331
ENSG00000124302
ENSG00000259663
ENSG00000250305
ENSG00000122966
ENSG00000142731
ENSG00000162374
ENSG00000168993
ENSG00000112541
ENSG00000175832
ENSG00000272398
ENSG00000106462
ENSG00000108511
ENSG00000132872
ENSG00000138795
ENSG00000106483
ENSG00000130707
ENSG00000130711
ENSG00000170689
ENSG00000120068
ENSG00000171786
ENSG00000186564
ENSG00000128567
ENSG00000178104
ENSG00000168280
ENSG00000158887
ENSG00000188897
ENSG00000111913
ENSG00000178403
ENSG00000127564
ENSG00000177098
ENSG00000134363
ENSG00000142233
ENSG00000157168
ENSG00000149633
ENSG00000123485
ENSG00000085563
ENSG00000092421
ENSG00000120075
ENSG00000108375
ENSG00000110076
ENSG00000141431
ENSG00000100146
ENSG00000041982
ENSG00000168071
ENSG00000108387
ENSG00000123307
ENSG00000142319
ENSG00000260027
ENSG00000182199
ENSG00000187553
ENSG00000016082
ENSG00000075702
ENSG00000100678
ENSG00000101868
ENSG00000101057
ENSG00000227036
ENSG00000198838
ENSG00000141052
ENSG00000106341
ENSG00000109956
ENSG00000187595
ENSG00000259417
ENSG00000065618
ENSG00000188517
ENSG00000221818
ENSG00000152192
ENSG00000109805
ENSG00000205086
ENSG00000137267
ENSG00000134775
ENSG00000087510
ENSG00000129910
ENSG00000159251
ENSG00000179869
ENSG00000178999
ENSG00000225206
ENSG00000057657
ENSG00000132436
ENSG00000121966
ENSG00000164362
ENSG00000165197
ENSG00000262484
ENSG00000123473
ENSG00000164100
ENSG00000168646
ENSG00000008196
ENSG00000153922
ENSG00000175216
ENSG00000146013
ENSG00000087586
ENSG00000106278
ENSG00000205927
ENSG00000117399
ENSG00000123360
ENSG00000280660
ENSG00000180287
ENSG00000149571
ENSG00000164161
ENSG00000248605
ENSG00000140090
ENSG00000132854
ENSG00000072657
ENSG00000129195
ENSG00000176092
ENSG00000142178
ENSG00000123358
ENSG00000099994
ENSG00000277829
ENSG00000174059
ENSG00000204248
ENSG00000198756
ENSG00000163909
ENSG00000130038
ENSG00000108231
ENSG00000106571
ENSG00000134253
ENSG00000170522
ENSG00000164626
ENSG00000165730
ENSG00000133863
ENSG00000157765
ENSG00000262655
ENSG00000146918
ENSG00000171517
ENSG00000236333
ENSG00000185559
ENSG00000080224
ENSG00000126803
ENSG00000124491
ENSG00000110675
ENSG00000111247
ENSG00000105202
ENSG00000010319
ENSG00000163754
ENSG00000165983
ENSG00000186603
ENSG00000135454
ENSG00000091129
ENSG00000110975
ENSG00000180875
ENSG00000206538
ENSG00000189292
ENSG00000125869
ENSG00000233913
ENSG00000165985
ENSG00000157542
ENSG00000174371
ENSG00000167992
ENSG00000134817
ENSG00000125851
ENSG00000148200
ENSG00000076770
ENSG00000267041
ENSG00000160752
ENSG00000159023
ENSG00000159753
ENSG00000134222
ENSG00000085840
ENSG00000012048
ENSG00000141837
ENSG00000108551
ENSG00000260903
ENSG00000121905
ENSG00000154678
ENSG00000151835
ENSG00000183230
ENSG00000169174
ENSG00000230453
ENSG00000161513
ENSG00000136943
ENSG00000105810
ENSG00000149948
ENSG00000171848
ENSG00000163661
ENSG00000164430
ENSG00000092853
ENSG00000174721
ENSG00000166582
ENSG00000177096
ENSG00000105974
ENSG00000118193
ENSG00000166501
ENSG00000153012
ENSG00000078081
ENSG00000166450
ENSG00000278041
ENSG00000163449
ENSG00000177551
ENSG00000139767
ENSG00000151012
ENSG00000167964
ENSG00000137142
ENSG00000126822
ENSG00000141622
ENSG00000064300
ENSG00000072571
ENSG00000051180
ENSG00000134323
ENSG00000196584
ENSG00000139044
ENSG00000120539
ENSG00000267909
ENSG00000004478
ENSG00000113532
ENSG00000130558
ENSG00000006634
ENSG00000171388
ENSG00000116329
ENSG00000185352
ENSG00000163918
ENSG00000196376
ENSG00000160200
ENSG00000109819
