common_genes
ENSG00000184937
ENSG00000157593
ENSG00000137075
ENSG00000143337
ENSG00000255717
ENSG00000196924
ENSG00000154760
ENSG00000171885
ENSG00000149231
ENSG00000137094
ENSG00000171848
ENSG00000169379
ENSG00000196218
ENSG00000072210
ENSG00000089335
ENSG00000119139
ENSG00000076928
ENSG00000144554
ENSG00000075702
ENSG00000160703
ENSG00000076555
ENSG00000057294
ENSG00000163297
ENSG00000145907
ENSG00000183963
ENSG00000010810
ENSG00000123159
ENSG00000021826
ENSG00000126214
ENSG00000165806
ENSG00000198947
ENSG00000058262
ENSG00000066032
ENSG00000121671
ENSG00000143320
ENSG00000182552
ENSG00000072110
ENSG00000197343
ENSG00000152954
ENSG00000088305
ENSG00000135316
ENSG00000163629
ENSG00000162551
ENSG00000073417
ENSG00000001631
ENSG00000185624
ENSG00000165304
ENSG00000121413
ENSG00000087077
ENSG00000180198
ENSG00000077782
ENSG00000072121
ENSG00000065361
ENSG00000135047
ENSG00000110514
ENSG00000105220
ENSG00000048342
ENSG00000274211
ENSG00000127990
ENSG00000197299
ENSG00000010278
ENSG00000148248
ENSG00000224032
ENSG00000134121
ENSG00000186871
ENSG00000230798
ENSG00000137807
ENSG00000107807
ENSG00000167460
ENSG00000204516
ENSG00000149311
ENSG00000133026
ENSG00000135931
ENSG00000137221
ENSG00000171540
ENSG00000115486
ENSG00000173262
ENSG00000119912
ENSG00000105926
ENSG00000065534
ENSG00000110888
ENSG00000165637
ENSG00000122483
ENSG00000185985
ENSG00000162992
ENSG00000198561
ENSG00000244754
ENSG00000198363
ENSG00000156970
ENSG00000187553
ENSG00000188643
ENSG00000173402
ENSG00000175832
ENSG00000129810
ENSG00000138829
ENSG00000101194
ENSG00000157110
ENSG00000196581
ENSG00000079459
ENSG00000159023
ENSG00000161249
ENSG00000115290
ENSG00000066279
ENSG00000196767
ENSG00000012048
ENSG00000182667
ENSG00000136492
ENSG00000014641
ENSG00000133104
ENSG00000147050
ENSG00000087586
ENSG00000092853
ENSG00000138735
ENSG00000100345
ENSG00000279249
ENSG00000170561
ENSG00000145536
ENSG00000109861
ENSG00000227827
ENSG00000151229
ENSG00000168615
ENSG00000106341
ENSG00000182648
ENSG00000233913
ENSG00000168003
ENSG00000281566
ENSG00000102924
ENSG00000129195
ENSG00000115310
ENSG00000185668
ENSG00000237289
ENSG00000099954
ENSG00000112232
ENSG00000152061
ENSG00000143375
ENSG00000168952
