common_genes
ENSG00000177301
ENSG00000214617
ENSG00000196104
ENSG00000105419
ENSG00000125414
ENSG00000167754
ENSG00000154529
ENSG00000128610
ENSG00000287238
ENSG00000132669
ENSG00000196126
ENSG00000233913
ENSG00000166342
ENSG00000204525
ENSG00000187569
ENSG00000168952
ENSG00000259479
ENSG00000124491
ENSG00000147996
ENSG00000130038
ENSG00000178381
ENSG00000196436
ENSG00000120784
ENSG00000234444
ENSG00000169100
ENSG00000178605
ENSG00000213047
ENSG00000223459
ENSG00000174740
ENSG00000225470
ENSG00000198680
ENSG00000170667
ENSG00000267313
ENSG00000244055
ENSG00000183098
ENSG00000274652
ENSG00000198205
ENSG00000260804
ENSG00000250786
ENSG00000013364
ENSG00000244486
ENSG00000049239
ENSG00000261087
ENSG00000111981
ENSG00000134864
ENSG00000167617
ENSG00000162944
ENSG00000146005
ENSG00000188738
ENSG00000143320
ENSG00000138650
ENSG00000265972
ENSG00000223509
ENSG00000283196
ENSG00000099864
ENSG00000158163
ENSG00000106536
ENSG00000255389
ENSG00000090932
ENSG00000276550
ENSG00000123700
ENSG00000204851
ENSG00000115828
ENSG00000177694
ENSG00000180229
ENSG00000123243
ENSG00000182168
ENSG00000185745
ENSG00000132872
ENSG00000103888
ENSG00000137558
ENSG00000272636
ENSG00000160216
ENSG00000165092
ENSG00000204644
ENSG00000253507
ENSG00000015413
ENSG00000153234
ENSG00000234787
ENSG00000169436
ENSG00000229807
ENSG00000285756
ENSG00000137872
ENSG00000214944
ENSG00000196756
ENSG00000147050
ENSG00000270641
ENSG00000177398
ENSG00000099250
ENSG00000118322
ENSG00000169851
