common_genes
ENSG00000168280
ENSG00000189056
ENSG00000197343
ENSG00000107331
ENSG00000168036
ENSG00000149311
ENSG00000155511
ENSG00000148498
ENSG00000145362
ENSG00000159082
ENSG00000133026
ENSG00000137807
ENSG00000113013
ENSG00000110446
ENSG00000187049
ENSG00000186310
ENSG00000184500
ENSG00000152926
ENSG00000125898
ENSG00000197562
ENSG00000140750
ENSG00000170921
ENSG00000102385
ENSG00000059804
ENSG00000108312
ENSG00000140451
ENSG00000083312
ENSG00000147044
ENSG00000140262
ENSG00000173402
ENSG00000100714
ENSG00000137817
ENSG00000076555
ENSG00000092148
ENSG00000137409
ENSG00000173262
ENSG00000163629
ENSG00000260007
ENSG00000183963
ENSG00000138757
ENSG00000182670
ENSG00000135837
ENSG00000215193
ENSG00000196218
ENSG00000161203
ENSG00000156298
ENSG00000127955
ENSG00000058262
ENSG00000121413
ENSG00000073417
ENSG00000139350
ENSG00000133112
ENSG00000148019
ENSG00000154845
ENSG00000068366
ENSG00000005249
ENSG00000130340
ENSG00000124507
ENSG00000005889
ENSG00000136854
ENSG00000123219
ENSG00000143740
ENSG00000131650
ENSG00000179314
ENSG00000021826
ENSG00000173065
ENSG00000086300
ENSG00000106278
ENSG00000132842
ENSG00000152952
ENSG00000145675
ENSG00000115414
ENSG00000111640
ENSG00000165238
ENSG00000145604
ENSG00000165671
ENSG00000171992
ENSG00000229807
ENSG00000014641
ENSG00000057294
ENSG00000010810
ENSG00000224114
ENSG00000077684
ENSG00000165637
ENSG00000133657
ENSG00000197822
ENSG00000105926
ENSG00000155363
ENSG00000137776
ENSG00000156970
ENSG00000001631
ENSG00000213058
ENSG00000079156
ENSG00000170949
ENSG00000105048
ENSG00000185669
ENSG00000129204
ENSG00000126583
ENSG00000008311
ENSG00000117394
ENSG00000180901
ENSG00000105327
ENSG00000184156
ENSG00000172915
ENSG00000117643
ENSG00000056972
ENSG00000066279
ENSG00000160703
ENSG00000170776
ENSG00000072310
ENSG00000258545
ENSG00000119912
ENSG00000116833
ENSG00000138136
ENSG00000049759
ENSG00000122483
ENSG00000140545
ENSG00000189079
ENSG00000171540
ENSG00000166206
ENSG00000286389
ENSG00000139618
ENSG00000274276
ENSG00000095596
ENSG00000167680
ENSG00000026508
ENSG00000166145
ENSG00000144635
ENSG00000115310
ENSG00000149131
ENSG00000096696
ENSG00000114346
ENSG00000172115
ENSG00000111344
ENSG00000130055
ENSG00000106460
ENSG00000109861
ENSG00000142864
ENSG00000284691
ENSG00000221914
ENSG00000075702
ENSG00000165929
ENSG00000154310
ENSG00000158445
ENSG00000249859
ENSG00000220575
ENSG00000153310
ENSG00000087460
ENSG00000134333
ENSG00000145012
ENSG00000168003
ENSG00000186187
ENSG00000215030
ENSG00000178445
ENSG00000100058
ENSG00000006453
ENSG00000134602
ENSG00000133104
ENSG00000135903
ENSG00000197905
ENSG00000089737
ENSG00000136014
ENSG00000241484
ENSG00000106341
ENSG00000227827
ENSG00000164466
ENSG00000157219
ENSG00000071242
ENSG00000134287
ENSG00000204071
ENSG00000230438
ENSG00000125285
ENSG00000152117
ENSG00000153879
ENSG00000233913
ENSG00000087250
ENSG00000152061
ENSG00000141750
ENSG00000004948
ENSG00000113739
ENSG00000151229
ENSG00000157765
ENSG00000230002
ENSG00000171786
ENSG00000162595
ENSG00000159399
ENSG00000105220
ENSG00000106633
ENSG00000007314
ENSG00000162433
ENSG00000116161
ENSG00000250479
ENSG00000126803
ENSG00000143375
ENSG00000109787
ENSG00000168918
ENSG00000158411
ENSG00000250284
ENSG00000129990
ENSG00000102144
ENSG00000189410
ENSG00000178980
ENSG00000086967
ENSG00000164434
ENSG00000091127
ENSG00000116857
ENSG00000155367
ENSG00000187595
ENSG00000026559
ENSG00000275395
ENSG00000183049
ENSG00000229191
ENSG00000161270
ENSG00000166165
ENSG00000134871
ENSG00000261824
ENSG00000169139
ENSG00000117115
ENSG00000114279
ENSG00000162772
ENSG00000088543
ENSG00000149600
ENSG00000070669
ENSG00000156381
ENSG00000179761
ENSG00000285517
ENSG00000214796
ENSG00000265681
ENSG00000105835
ENSG00000124374
ENSG00000155096
ENSG00000147119
ENSG00000276791
ENSG00000188522
ENSG00000101115
ENSG00000089248
ENSG00000132749
ENSG00000134574
ENSG00000168490
ENSG00000125246
ENSG00000109255
ENSG00000197279
ENSG00000145911
ENSG00000165752
ENSG00000176171
ENSG00000144115
ENSG00000187091
ENSG00000149054
ENSG00000131941
ENSG00000170425
ENSG00000153157
ENSG00000171004
ENSG00000116353
ENSG00000205710
ENSG00000099783
ENSG00000151917
ENSG00000146112
ENSG00000121680
ENSG00000100292
ENSG00000102096
ENSG00000103257
ENSG00000275993
ENSG00000137154
ENSG00000091542
ENSG00000108830
ENSG00000126368
ENSG00000146416
ENSG00000172602
ENSG00000167377
ENSG00000181773
ENSG00000121892
ENSG00000110955
ENSG00000156795
ENSG00000203879
ENSG00000254682
ENSG00000184508
ENSG00000129484
ENSG00000114023
ENSG00000196873
ENSG00000124596
ENSG00000198380
ENSG00000182247
ENSG00000156110
ENSG00000122707
ENSG00000149925
ENSG00000169750
ENSG00000157823
ENSG00000172687
ENSG00000145247
ENSG00000230074
ENSG00000112715
ENSG00000173334
ENSG00000131828
ENSG00000108523
ENSG00000169136
ENSG00000144741
ENSG00000176407
ENSG00000105576
ENSG00000145779
ENSG00000204388
ENSG00000179262
ENSG00000164978
ENSG00000260708
ENSG00000070882
ENSG00000234171
ENSG00000156471
ENSG00000240356
ENSG00000173915
ENSG00000151014
ENSG00000152056
ENSG00000065978
ENSG00000101654
ENSG00000090861
ENSG00000162642
ENSG00000178149
ENSG00000023330
ENSG00000156467
ENSG00000004478
ENSG00000134684
ENSG00000110400
ENSG00000119929
ENSG00000136159
ENSG00000126602
ENSG00000171314
ENSG00000109103
ENSG00000234608
ENSG00000119986
ENSG00000083807
ENSG00000143612
ENSG00000106070
ENSG00000204220
ENSG00000173327
ENSG00000261609
ENSG00000112511
ENSG00000165030
ENSG00000166123
ENSG00000105701
ENSG00000052749
ENSG00000099194
ENSG00000164284
ENSG00000169964
ENSG00000139514
ENSG00000153048
ENSG00000123836
ENSG00000143367
ENSG00000138303
ENSG00000074800
ENSG00000179094
ENSG00000107643
ENSG00000128272
ENSG00000174206
ENSG00000267100
ENSG00000096384
ENSG00000162734
ENSG00000109445
ENSG00000092445
ENSG00000116285
ENSG00000125505
ENSG00000147324
ENSG00000104825
ENSG00000173660
ENSG00000103510
ENSG00000160570
ENSG00000130766
ENSG00000213585
ENSG00000135632
ENSG00000181788
ENSG00000106245
ENSG00000172336
ENSG00000111669
ENSG00000114784
ENSG00000068120
ENSG00000072042
ENSG00000166197
ENSG00000180304
ENSG00000198585
ENSG00000176454
ENSG00000110619
ENSG00000138623
ENSG00000127184
ENSG00000109917
ENSG00000166233
ENSG00000104714
ENSG00000172775
ENSG00000184117
ENSG00000113734
ENSG00000285053
ENSG00000183655
ENSG00000069849
ENSG00000120053
ENSG00000136720
ENSG00000186806
ENSG00000108439
ENSG00000185122
ENSG00000125166
ENSG00000111726
ENSG00000260942
ENSG00000143256
ENSG00000204568
ENSG00000138430
ENSG00000158623
ENSG00000196976
ENSG00000109089
ENSG00000006451
ENSG00000068323
ENSG00000168439
ENSG00000147155
ENSG00000124444
ENSG00000080824
ENSG00000116120
ENSG00000139197
ENSG00000146701
ENSG00000224032
ENSG00000139405
ENSG00000163444
ENSG00000180817
ENSG00000154518
ENSG00000108395
ENSG00000135900
ENSG00000084693
ENSG00000188493
ENSG00000006695
ENSG00000125356
ENSG00000177732
ENSG00000141580
ENSG00000100568
ENSG00000130414
ENSG00000164535
ENSG00000117153
ENSG00000108953
ENSG00000117118
ENSG00000086504
ENSG00000116752
ENSG00000130227
ENSG00000196704
ENSG00000204308
ENSG00000101558
ENSG00000004779
ENSG00000169021
ENSG00000242259
ENSG00000100138
ENSG00000114383
ENSG00000167699
ENSG00000153975
ENSG00000184076
ENSG00000167863
ENSG00000100897
ENSG00000111775
ENSG00000126267
ENSG00000140740
ENSG00000101146
ENSG00000062485
ENSG00000125352
ENSG00000183258
ENSG00000070610
