common_genes
ENSG00000154556
ENSG00000186310
ENSG00000132361
ENSG00000137573
ENSG00000273079
ENSG00000124788
ENSG00000091136
ENSG00000129116
ENSG00000074410
ENSG00000014138
ENSG00000100503
ENSG00000145882
ENSG00000112541
ENSG00000170558
ENSG00000111879
ENSG00000185920
ENSG00000140538
ENSG00000134780
ENSG00000151067
ENSG00000160953
ENSG00000182667
ENSG00000155511
ENSG00000111331
ENSG00000183287
ENSG00000130402
ENSG00000145349
ENSG00000187955
ENSG00000138193
ENSG00000148180
ENSG00000177380
ENSG00000099864
ENSG00000168477
ENSG00000129003
ENSG00000154864
ENSG00000101333
ENSG00000198947
ENSG00000225470
ENSG00000196104
ENSG00000072274
ENSG00000117322
ENSG00000224114
ENSG00000232301
ENSG00000213058
ENSG00000182050
ENSG00000133110
ENSG00000101955
ENSG00000079156
ENSG00000173559
ENSG00000064042
ENSG00000111799
ENSG00000129204
ENSG00000138061
ENSG00000250337
ENSG00000026103
ENSG00000148680
ENSG00000115414
ENSG00000119397
ENSG00000154736
ENSG00000171956
ENSG00000148677
ENSG00000115468
ENSG00000163565
ENSG00000081479
ENSG00000197943
ENSG00000135541
ENSG00000149596
ENSG00000245694
ENSG00000145147
ENSG00000150551
ENSG00000198959
ENSG00000137142
ENSG00000198910
ENSG00000228592
ENSG00000151892
ENSG00000154760
ENSG00000166450
ENSG00000123243
ENSG00000184347
ENSG00000120669
ENSG00000267506
ENSG00000112139
ENSG00000166501
ENSG00000039139
ENSG00000116729
ENSG00000233237
ENSG00000164692
ENSG00000183067
ENSG00000120645
ENSG00000131203
ENSG00000161270
ENSG00000120738
ENSG00000267102
ENSG00000101680
ENSG00000171132
ENSG00000140057
ENSG00000213231
ENSG00000153157
ENSG00000164932
ENSG00000115290
ENSG00000182240
ENSG00000135447
ENSG00000101871
ENSG00000147257
ENSG00000085117
ENSG00000204103
ENSG00000173376
ENSG00000153132
ENSG00000240694
ENSG00000185847
ENSG00000204525
ENSG00000189337
ENSG00000197956
ENSG00000069188
ENSG00000189221
ENSG00000087245
ENSG00000073464
ENSG00000273136
ENSG00000122861
ENSG00000167528
ENSG00000129595
ENSG00000093072
ENSG00000197321
ENSG00000143479
ENSG00000101911
ENSG00000112208
ENSG00000005020
ENSG00000133466
ENSG00000127952
ENSG00000101384
ENSG00000071794
ENSG00000119632
ENSG00000122335
ENSG00000197933
ENSG00000068097
ENSG00000047644
ENSG00000169093
ENSG00000135776
ENSG00000272686
ENSG00000185163
ENSG00000161671
ENSG00000269044
ENSG00000103199
ENSG00000090565
ENSG00000182378
ENSG00000130021
ENSG00000169084
ENSG00000177042
ENSG00000234327
ENSG00000099622
ENSG00000197976
ENSG00000141002
ENSG00000099617
ENSG00000176593
ENSG00000167393
ENSG00000169100
ENSG00000116885
ENSG00000176155
ENSG00000182287
ENSG00000241015
ENSG00000215908
ENSG00000068971
ENSG00000213190
ENSG00000178605
ENSG00000186019
ENSG00000169515
ENSG00000197457
ENSG00000174740
ENSG00000145022
ENSG00000165102
ENSG00000004139
ENSG00000172379
ENSG00000253953
ENSG00000260804
ENSG00000167555
ENSG00000100228
ENSG00000204851
ENSG00000105877
ENSG00000281566
ENSG00000125148
ENSG00000128606
ENSG00000126500
ENSG00000163492
ENSG00000125144
ENSG00000205358
ENSG00000140416
ENSG00000229807
ENSG00000174307
ENSG00000168056
ENSG00000122507
ENSG00000270641
ENSG00000173210
ENSG00000100346
ENSG00000007237
